END_ID,type,START_ID
#13,师徒,#50
#0,知,#50
#44,不相似,#50
#65,中，师徒,#50
#47,知,#50
#46,不相似,#50
#11,认识,#50
#53,姊妹,#50
#28,师徒,#36
#22,不平等,#36
#22,同事,#36
#22,敌对,#36
#42,知,#36
#71,知,#36
#25,不信任,#36
#5,知,#36
#0,了解,#36
#0,知,#36
#48,师徒,#36
#3,认识,#36
#52,知,#36
#9,中，知,#11
#51,同事,#11
#45,敌对,#11
#50,敌对,#11
#47,敌对,#11
#53,不印象,#11
#57,喜欢,#64
#55,师徒,#64
#60,不匹配,#64
#63,友谊,#64
#70,同事,#64
#61,认识,#64
#13,敌对,#54
#47,不多见,#54
#53,师徒,#54
#50,知,#54
#8,了解,#54
#8,知,#54
#46,友谊,#54
#44,知,#54
#9,亲情,#54
#18,认识,#19
#39,认识,#19
#1,认识,#19
#1,喜欢,#19
#23,同事,#19
#57,不与人分享,#60
#57,厌恶,#60
#55,悲伤,#60
#67,同事,#60
#70,喜欢,#60
#61,了解,#60
#64,认识,#60
#28,战友,#8
#46,敌对,#8
#13,敌对,#8
#13,"家族
组织：九条
",#8
#9,不交集,#8
#44,知,#8
#54,同事,#8
#28,中*，知,#5
#71,师徒,#5
#6,不祥,#5
#0,知,#5
#49,知,#5
#52,敌对,#5
#28,同事,#25
#22,父，兄,#25
#27,知,#25
#48,喜欢,#25
#6,知,#25
#33,矛盾,#25
#42,了解,#25
#1,师徒,#25
#49,敌对,#25
#78,师徒,#77
#90,师徒,#77
#86,知，知,#77
#88,认识,#91
#93,了解,#91
#2,知，师徒,#91
#77,友谊,#86
#77,不觉得雨点冰冷，非常温润,#86
#78,师徒,#86
#90,喜欢,#86
#79,喜欢，了解,#86
#89,喜欢,#86
#92,友谊,#86
#60,师徒,#61
#57,知,#61
#55,同事,#61
#70,友谊,#61
#22,认识,#52
#22,敌对,#52
#0,学习,#52
#36,同事,#52
#3,认识,#52
#5,父祖,#52
#25,知,#52
#46,师徒,#44
#13,敌对,#44
#50,认识,#44
#28,不信任,#44
#8,敌对,#44
#54,不感兴趣,#44
#9,友谊,#51
#45,相识,#51
#11,学习,#51
#50,敌对,#51
#13,师徒,#51
#8,师徒,#51
#22,喜欢,#51
#63,不雅，知,#59
#67,信任,#59
#60,师徒,#59
#68,师徒,#59
